
time,ax,ay,az,wx,wy,wz,
2.119,2.69,-0.23,1.30,-1.17,-0.38,0.49,
2.12,3.15,-0.37,1.49,-1.17,-0.38,0.49,
2.12,3.15,-0.37,1.49,-1.10,-0.35,0.43,
2.144,3.15,-0.37,1.49,-1.02,-0.31,0.36,
2.145,3.45,-0.56,1.66,-1.02,-0.31,0.36,
2.147,3.55,-0.75,1.88,-1.02,-0.31,0.36,
2.149,3.55,-0.75,1.88,-0.95,-0.29,0.29,
2.149,3.55,-0.75,1.88,-0.88,-0.29,0.22,
2.15,3.60,-0.84,2.08,-0.88,-0.29,0.22,
2.15,3.60,-0.84,2.08,-0.80,-0.29,0.15,
2.151,3.59,-1.01,2.26,-0.80,-0.29,0.15,
2.152,3.42,-1.20,2.39,-0.80,-0.29,0.15,
2.152,3.42,-1.20,2.39,-0.72,-0.28,0.09,
2.153,3.33,-1.33,2.58,-0.72,-0.28,0.09,
2.153,3.33,-1.33,2.58,-0.64,-0.25,0.04,
2.154,3.33,-1.33,2.58,-0.55,-0.22,-0.02,
2.154,3.15,-1.46,2.71,-0.55,-0.22,-0.02,
2.158,3.15,-1.46,2.71,-0.45,-0.17,-0.07,
2.159,2.99,-1.61,2.80,-0.45,-0.17,-0.07,
2.163,2.99,-1.61,2.80,-0.35,-0.13,-0.11,
2.164,2.94,-1.69,2.90,-0.35,-0.13,-0.11,
2.174,2.77,-1.75,2.97,-0.35,-0.13,-0.11,
2.175,2.59,-1.85,3.05,-0.35,-0.13,-0.11,
2.175,2.59,-1.85,3.05,-0.25,-0.09,-0.16,
2.176,2.59,-1.85,3.05,-0.15,-0.07,-0.21,
2.176,2.59,-1.85,3.05,-0.05,-0.04,-0.25,
2.177,2.47,-1.87,2.96,-0.05,-0.04,-0.25,
2.199,2.47,-1.87,2.96,0.05,-0.02,-0.29,
2.2,2.17,-1.91,2.87,0.05,-0.02,-0.29,
2.2,2.17,-1.91,2.87,0.14,0.01,-0.32,
2.2,1.94,-1.91,2.66,0.14,0.01,-0.32,
2.274,1.53,-1.88,2.40,0.14,0.01,-0.32,
2.275,1.53,-1.88,2.40,0.22,0.03,-0.34,
2.275,1.53,-1.88,2.40,0.29,0.04,-0.36,
2.276,1.16,-1.92,2.06,0.29,0.04,-0.36,
2.276,0.77,-1.90,1.74,0.29,0.04,-0.36,
2.277,0.77,-1.90,1.74,0.35,0.04,-0.36,
2.277,0.53,-1.83,1.48,0.35,0.04,-0.36,
2.278,0.53,-1.83,1.48,0.39,0.03,-0.35,
2.278,0.53,-1.83,1.48,0.41,0.03,-0.34,
2.279,0.34,-1.73,1.31,0.41,0.03,-0.34,
2.28,0.34,-1.73,1.31,0.43,0.01,-0.32,
2.28,0.37,-1.70,1.27,0.43,0.01,-0.32,
2.281,0.64,-1.66,1.29,0.43,0.01,-0.32,
2.282,0.64,-1.66,1.29,0.45,-0.01,-0.30,
2.283,0.99,-1.59,1.38,0.45,-0.01,-0.30,
2.283,0.99,-1.59,1.38,0.47,-0.03,-0.29,
2.283,1.17,-1.47,1.56,0.47,-0.03,-0.29,
2.284,1.17,-1.47,1.56,0.49,-0.04,-0.30,
2.284,1.23,-1.38,1.77,0.49,-0.04,-0.30,
2.284,1.23,-1.38,1.77,0.52,-0.05,-0.32,
2.285,1.21,-1.28,1.91,0.52,-0.05,-0.32,
2.285,1.21,-1.28,1.91,0.56,-0.04,-0.33,
2.285,1.12,-1.20,1.96,0.56,-0.04,-0.33,
2.286,1.12,-1.20,1.96,0.61,-0.02,-0.35,
2.286,1.12,-1.11,2.00,0.61,-0.02,-0.35,
2.286,1.12,-1.11,2.00,0.66,0.01,-0.37,
2.287,1.20,-1.00,2.02,0.66,0.01,-0.37,
2.287,1.20,-1.00,2.02,0.72,0.06,-0.38,
2.287,1.20,-1.00,2.02,0.77,0.11,-0.40,
2.287,1.34,-0.86,1.95,0.77,0.11,-0.40,
2.288,1.34,-0.86,1.95,0.83,0.15,-0.41,
2.288,1.53,-0.77,1.80,0.83,0.15,-0.41,
2.288,1.53,-0.77,1.80,0.88,0.20,-0.43,
2.289,1.62,-0.70,1.65,0.88,0.20,-0.43,
2.289,1.62,-0.70,1.65,0.92,0.25,-0.46,
2.289,1.74,-0.65,1.53,0.92,0.25,-0.46,
2.29,1.74,-0.65,1.53,0.97,0.29,-0.48,
2.29,1.69,-0.55,1.34,0.97,0.29,-0.48,
2.29,1.69,-0.55,1.34,1.01,0.34,-0.50,
2.29,1.53,-0.43,1.17,1.01,0.34,-0.50,
2.291,1.53,-0.43,1.17,1.04,0.38,-0.52,
2.291,1.38,-0.34,1.03,1.04,0.38,-0.52,
2.335,1.38,-0.34,1.03,1.07,0.42,-0.53,
2.336,1.34,-0.34,0.90,1.07,0.42,-0.53,
2.336,1.42,-0.31,0.98,1.07,0.42,-0.53,
2.336,1.42,-0.31,0.98,1.10,0.45,-0.54,
2.337,1.45,-0.34,1.04,1.10,0.45,-0.54,
2.337,1.45,-0.34,1.04,1.14,0.49,-0.55,
2.338,1.50,-0.37,1.06,1.14,0.49,-0.55,
2.338,1.50,-0.37,1.06,1.19,0.52,-0.56,
2.338,1.40,-0.46,0.93,1.19,0.52,-0.56,
2.339,1.40,-0.46,0.93,1.24,0.55,-0.57,
2.339,1.03,-0.54,0.81,1.24,0.55,-0.57,
2.339,1.03,-0.54,0.81,1.29,0.59,-0.59,
2.34,0.68,-0.47,0.70,1.29,0.59,-0.59,
2.34,0.68,-0.47,0.70,1.34,0.63,-0.60,
2.341,0.43,-0.52,0.52,1.34,0.63,-0.60,
2.341,0.43,-0.52,0.52,1.38,0.66,-0.60,
2.341,0.43,-0.52,0.52,1.41,0.68,-0.60,
2.342,0.21,-0.47,0.43,1.41,0.68,-0.60,
2.342,0.05,-0.46,0.38,1.41,0.68,-0.60,
2.343,0.05,-0.46,0.38,1.44,0.70,-0.60,
2.343,-0.13,-0.47,0.26,1.44,0.70,-0.60,
2.343,-0.13,-0.47,0.26,1.47,0.71,-0.60,
2.348,-0.13,-0.47,0.26,1.50,0.72,-0.59,
2.349,-0.34,-0.57,0.06,1.50,0.72,-0.59,
2.352,-0.34,-0.57,0.06,1.53,0.72,-0.59,
2.353,-0.58,-0.64,-0.11,1.53,0.72,-0.59,
2.357,-0.86,-0.68,-0.33,1.53,0.72,-0.59,
2.358,-0.86,-0.68,-0.33,1.55,0.72,-0.59,
2.362,-0.86,-0.68,-0.33,1.56,0.72,-0.58,
2.362,-1.19,-0.66,-0.58,1.56,0.72,-0.58,
2.372,-1.31,-0.65,-0.85,1.56,0.72,-0.58,
2.373,-1.31,-0.65,-0.85,1.57,0.71,-0.57,
2.373,-1.31,-0.65,-0.85,1.56,0.69,-0.55,
2.373,-1.32,-0.68,-1.14,1.56,0.69,-0.55,
2.379,-1.62,-0.70,-1.30,1.56,0.69,-0.55,
2.38,-1.62,-0.70,-1.30,1.55,0.68,-0.54,
2.381,-1.62,-0.70,-1.30,1.53,0.67,-0.53,
2.381,-1.72,-0.71,-1.55,1.53,0.67,-0.53,
2.396,-1.72,-0.71,-1.55,1.51,0.65,-0.52,
2.396,-1.94,-0.53,-1.81,1.51,0.65,-0.52,
2.397,-1.94,-0.53,-1.81,1.47,0.63,-0.49,
2.397,-2.27,-0.52,-2.13,1.47,0.63,-0.49,
2.398,-2.27,-0.52,-2.13,1.43,0.60,-0.46,
2.398,-2.52,-0.56,-2.23,1.43,0.60,-0.46,
2.401,-2.52,-0.56,-2.23,1.38,0.55,-0.42,
2.401,-2.98,-0.62,-2.21,1.38,0.55,-0.42,
2.406,-2.98,-0.62,-2.21,1.33,0.51,-0.37,
2.406,-3.38,-0.58,-2.07,1.33,0.51,-0.37,
2.411,-3.38,-0.58,-2.07,1.29,0.47,-0.31,
2.411,-3.12,-0.51,-1.84,1.29,0.47,-0.31,
2.42,-2.75,-0.58,-1.67,1.29,0.47,-0.31,
2.421,-2.75,-0.58,-1.67,1.25,0.44,-0.26,
2.421,-2.53,-0.62,-1.63,1.25,0.44,-0.26,
2.422,-2.53,-0.62,-1.63,1.21,0.40,-0.23,
2.425,-2.53,-0.62,-1.63,1.20,0.35,-0.21,
2.426,-2.28,-0.44,-1.77,1.20,0.35,-0.21,
2.445,-2.03,-0.32,-1.91,1.20,0.35,-0.21,
2.445,-2.03,-0.32,-1.91,1.17,0.29,-0.18,
2.474,-1.78,-0.17,-2.23,1.17,0.29,-0.18,
2.474,-1.78,-0.17,-2.23,1.14,0.22,-0.14,
2.474,-1.43,-0.13,-2.43,1.14,0.22,-0.14,
2.475,-1.43,-0.13,-2.43,1.10,0.17,-0.11,
2.475,-1.43,-0.13,-2.43,1.04,0.12,-0.09,
2.476,-1.19,-0.06,-2.66,1.04,0.12,-0.09,
2.476,-1.19,-0.06,-2.66,0.98,0.08,-0.07,
2.476,-1.05,-0.05,-2.88,0.98,0.08,-0.07,
2.477,-0.87,0.02,-2.90,0.98,0.08,-0.07,
2.477,-0.87,0.02,-2.90,0.91,0.08,-0.05,
2.478,-0.87,0.02,-2.90,0.83,0.09,-0.03,
2.478,-0.48,0.22,-3.02,0.83,0.09,-0.03,
2.479,-0.52,-0.05,-2.97,0.83,0.09,-0.03,
2.479,-0.52,-0.05,-2.97,0.76,0.11,-0.03,
2.48,-0.52,-0.05,-2.97,0.68,0.15,-0.03,
2.48,-0.58,-0.01,-2.85,0.68,0.15,-0.03,
2.481,-0.58,-0.01,-2.85,0.61,0.16,-0.02,
2.481,-0.61,0.21,-2.87,0.61,0.16,-0.02,
2.482,-0.61,0.21,-2.87,0.55,0.16,-0.00,
2.482,-0.69,0.46,-2.94,0.55,0.16,-0.00,
2.489,-0.97,0.55,-3.09,0.55,0.16,-0.00,
2.49,-0.97,0.55,-3.09,0.49,0.14,0.01,
2.49,-0.97,0.55,-3.09,0.41,0.10,0.04,
2.49,-1.21,0.57,-3.26,0.41,0.10,0.04,
2.494,-1.21,0.57,-3.26,0.33,0.05,0.07,
2.495,-1.53,0.58,-3.34,0.33,0.05,0.07,
2.499,-1.72,0.62,-3.41,0.33,0.05,0.07,
2.5,-1.72,0.62,-3.41,0.24,-0.02,0.10,
2.503,-1.83,0.70,-3.40,0.24,-0.02,0.10,
2.507,-1.83,0.70,-3.40,0.15,-0.11,0.14,
2.508,-1.83,0.70,-3.40,0.06,-0.20,0.18,
2.509,-1.87,0.76,-3.31,0.06,-0.20,0.18,
2.512,-1.82,0.86,-3.19,0.06,-0.20,0.18,
2.513,-1.82,0.86,-3.19,-0.03,-0.30,0.22,
2.522,-1.82,0.86,-3.19,-0.11,-0.38,0.25,
2.523,-1.90,0.94,-2.90,-0.11,-0.38,0.25,
2.523,-1.86,1.04,-2.58,-0.11,-0.38,0.25,
2.524,-1.86,1.04,-2.58,-0.18,-0.45,0.29,
2.527,-1.66,1.17,-2.08,-0.18,-0.45,0.29,
2.528,-1.66,1.17,-2.08,-0.25,-0.51,0.32,
2.555,-1.48,1.26,-1.59,-0.25,-0.51,0.32,
2.556,-1.48,1.26,-1.59,-0.30,-0.55,0.36,
2.556,-1.48,1.26,-1.59,-0.33,-0.58,0.39,
2.557,-1.36,1.35,-1.25,-0.33,-0.58,0.39,
2.557,-1.36,1.35,-1.25,-0.36,-0.58,0.41,
2.557,-0.92,1.33,-0.72,-0.36,-0.58,0.41,
2.558,-0.92,1.33,-0.72,-0.37,-0.60,0.43,
2.558,-0.41,1.27,-0.38,-0.37,-0.60,0.43,
2.558,-0.12,1.29,-0.16,-0.37,-0.60,0.43,
2.559,-0.12,1.29,-0.16,-0.38,-0.61,0.44,
2.559,0.05,1.23,0.12,-0.38,-0.61,0.44,
2.56,0.05,1.23,0.12,-0.39,-0.61,0.44,
2.563,0.05,1.23,0.12,-0.38,-0.60,0.44,
2.567,0.14,1.10,0.28,-0.38,-0.60,0.44,
2.568,0.14,1.10,0.28,-0.38,-0.58,0.45,
2.568,0.33,0.89,0.29,-0.38,-0.58,0.45,
2.572,0.79,0.57,0.12,-0.38,-0.58,0.45,
2.572,0.79,0.57,0.12,-0.37,-0.56,0.45,
2.576,0.79,0.57,0.12,-0.37,-0.53,0.45,
2.577,1.09,0.38,-0.20,-0.37,-0.53,0.45,
2.582,1.39,0.23,-0.56,-0.37,-0.53,0.45,
2.582,1.39,0.23,-0.56,-0.39,-0.50,0.44,
2.586,1.39,0.23,-0.56,-0.43,-0.47,0.42,
2.587,1.63,0.10,-0.87,-0.43,-0.47,0.42,
2.591,1.63,0.10,-0.87,-0.47,-0.45,0.41,
2.591,1.84,-0.07,-1.09,-0.47,-0.45,0.41,
2.596,1.84,-0.07,-1.09,-0.52,-0.42,0.38,
2.596,1.94,-0.23,-1.22,-0.52,-0.42,0.38,
2.601,2.05,-0.51,-1.23,-0.52,-0.42,0.38,
2.601,2.05,-0.51,-1.23,-0.58,-0.39,0.36,
2.606,2.05,-0.51,-1.23,-0.63,-0.36,0.34,
2.606,2.03,-0.59,-1.28,-0.63,-0.36,0.34,
2.61,1.98,-0.64,-1.28,-0.63,-0.36,0.34,
2.611,1.98,-0.64,-1.28,-0.68,-0.34,0.31,
2.62,1.87,-0.71,-1.27,-0.68,-0.34,0.31,
2.621,1.87,-0.71,-1.27,-0.73,-0.32,0.29,
2.621,1.91,-0.94,-1.26,-0.73,-0.32,0.29,
2.621,1.91,-0.94,-1.26,-0.77,-0.30,0.26,
2.625,1.91,-0.94,-1.26,-0.82,-0.28,0.24,
2.625,1.79,-1.17,-1.24,-0.82,-0.28,0.24,
2.629,1.51,-1.19,-1.20,-0.82,-0.28,0.24,
2.65,1.51,-1.19,-1.20,-0.87,-0.25,0.20,
2.651,1.51,-1.19,-1.20,-0.91,-0.21,0.17,
2.651,1.09,-1.15,-1.08,-0.91,-0.21,0.17,
2.652,0.82,-0.96,-0.93,-0.91,-0.21,0.17,
2.652,0.82,-0.96,-0.93,-0.95,-0.17,0.15,
2.652,0.62,-0.85,-0.79,-0.95,-0.17,0.15,
2.654,0.62,-0.85,-0.79,-0.98,-0.12,0.14,
2.654,0.53,-0.74,-0.60,-0.98,-0.12,0.14,
2.655,0.53,-0.74,-0.60,-1.00,-0.07,0.12,
2.655,0.41,-0.76,-0.48,-1.00,-0.07,0.12,
2.656,0.41,-0.76,-0.48,-1.02,-0.02,0.11,
2.659,0.41,-0.76,-0.48,-1.02,0.04,0.09,
2.66,0.17,-0.67,-0.45,-1.02,0.04,0.09,
2.667,0.17,-0.67,-0.45,-1.02,0.09,0.08,
2.667,0.00,-0.49,-0.39,-1.02,0.09,0.08,
2.669,0.00,-0.49,-0.39,-1.02,0.13,0.07,
2.669,-0.27,-0.40,-0.45,-1.02,0.13,0.07,
2.673,-0.54,-0.33,-0.48,-1.02,0.13,0.07,
2.674,-0.54,-0.33,-0.48,-1.01,0.17,0.06,
2.712,-0.80,-0.25,-0.50,-1.01,0.17,0.06,
2.713,-0.80,-0.25,-0.50,-1.01,0.20,0.06,
2.713,-0.80,-0.25,-0.50,-1.01,0.23,0.05,
2.714,-1.08,-0.10,-0.62,-1.01,0.23,0.05,
2.714,-1.08,-0.10,-0.62,-1.01,0.24,0.05,
2.715,-1.37,0.07,-0.80,-1.01,0.24,0.05,
2.716,-1.70,0.18,-0.97,-1.01,0.24,0.05,
2.716,-1.70,0.18,-0.97,-1.02,0.25,0.06,
2.717,-1.70,0.18,-0.97,-1.03,0.24,0.08,
2.717,-2.09,0.33,-1.12,-1.03,0.24,0.08,
2.718,-2.09,0.33,-1.12,-1.05,0.22,0.10,
2.718,-2.21,0.49,-1.26,-1.05,0.22,0.10,
2.719,-2.21,0.49,-1.26,-1.07,0.18,0.13,
2.719,-2.24,0.67,-1.41,-1.07,0.18,0.13,
2.72,-2.24,0.67,-1.41,-1.10,0.12,0.16,
2.72,-2.34,0.83,-1.67,-1.10,0.12,0.16,
2.721,-2.55,1.02,-1.82,-1.10,0.12,0.16,
2.721,-2.55,1.02,-1.82,-1.15,0.05,0.19,
2.784,-2.81,1.21,-1.86,-1.15,0.05,0.19,
2.785,-2.81,1.21,-1.86,-1.20,-0.03,0.21,
2.785,-2.81,1.21,-1.86,-1.25,-0.10,0.25,
2.786,-3.00,1.35,-1.83,-1.25,-0.10,0.25,
2.786,-3.00,1.35,-1.83,-1.31,-0.16,0.28,
2.786,-3.08,1.47,-1.73,-1.31,-0.16,0.28,
2.787,-3.16,1.55,-1.49,-1.31,-0.16,0.28,
