
time,ax,ay,az,wx,wy,wz,
47.413,-0.31,0.13,0.00,0.39,-0.04,-0.04,
47.414,-0.31,0.13,0.00,0.40,-0.04,-0.04,
47.414,-0.31,0.13,0.00,0.41,-0.04,-0.04,
47.414,-0.32,0.14,0.11,0.41,-0.04,-0.04,
47.415,-0.27,0.18,0.15,0.41,-0.04,-0.04,
47.415,-0.19,0.13,0.21,0.41,-0.04,-0.04,
47.415,0.07,0.08,0.17,0.41,-0.04,-0.04,
47.416,0.07,0.08,0.17,0.42,-0.06,-0.04,
47.416,0.07,0.08,0.17,0.43,-0.09,-0.06,
47.416,0.23,0.07,0.23,0.43,-0.09,-0.06,
47.417,0.23,0.07,0.23,0.44,-0.10,-0.08,
47.417,0.30,0.08,0.23,0.44,-0.10,-0.08,
47.417,0.29,0.05,0.26,0.44,-0.10,-0.08,
47.418,0.29,0.05,0.26,0.45,-0.12,-0.11,
47.418,0.18,0.01,0.28,0.45,-0.12,-0.11,
47.418,0.18,0.01,0.28,0.46,-0.13,-0.13,
47.419,0.18,0.01,0.28,0.46,-0.13,-0.14,
47.419,0.09,0.06,0.32,0.46,-0.13,-0.14,
47.419,0.09,0.06,0.32,0.46,-0.12,-0.13,
47.42,-0.01,0.07,0.33,0.46,-0.12,-0.13,
47.42,-0.01,0.07,0.33,0.45,-0.11,-0.12,
47.42,-0.10,0.12,0.38,0.45,-0.11,-0.12,
47.421,-0.23,0.06,0.35,0.45,-0.11,-0.12,
47.421,-0.23,0.06,0.35,0.44,-0.10,-0.11,
47.421,-0.68,0.12,0.35,0.44,-0.10,-0.11,
47.422,-0.68,0.12,0.35,0.44,-0.10,-0.09,
47.422,-0.68,0.05,0.12,0.44,-0.10,-0.09,
47.423,-0.68,0.05,0.12,0.43,-0.10,-0.06,
47.423,-0.68,0.05,0.12,0.42,-0.11,-0.03,
47.424,-0.66,-0.13,0.11,0.42,-0.11,-0.03,
47.424,-0.66,-0.13,0.11,0.41,-0.13,0.01,
47.424,-0.54,-0.37,-0.01,0.41,-0.13,0.01,
47.482,-0.54,-0.37,-0.01,0.41,-0.16,0.03,
47.483,-0.49,-0.51,-0.09,0.41,-0.16,0.03,
47.483,-0.49,-0.51,-0.09,0.41,-0.19,0.05,
47.484,-0.43,-0.53,-0.26,0.41,-0.19,0.05,
47.485,-0.49,-0.33,-0.47,0.41,-0.19,0.05,
47.485,-0.49,-0.33,-0.47,0.41,-0.21,0.07,
47.486,-0.37,-0.37,-0.74,0.41,-0.21,0.07,
47.487,-0.37,-0.37,-0.74,0.40,-0.22,0.10,
47.488,-0.37,-0.37,-0.74,0.39,-0.24,0.12,
47.488,-0.30,-0.56,-0.86,0.39,-0.24,0.12,
47.489,-0.30,-0.56,-0.86,0.37,-0.27,0.14,
47.492,-0.16,-0.80,-0.87,0.37,-0.27,0.14,
47.493,-0.16,-0.80,-0.87,0.35,-0.29,0.16,
47.494,0.19,-0.87,-0.82,0.35,-0.29,0.16,
47.494,0.19,-0.87,-0.82,0.33,-0.30,0.16,
47.495,0.41,-0.79,-0.69,0.33,-0.30,0.16,
47.495,0.41,-0.79,-0.69,0.31,-0.28,0.16,
47.496,0.51,-0.71,-0.56,0.31,-0.28,0.16,
47.497,0.51,-0.71,-0.56,0.29,-0.26,0.15,
47.498,0.60,-0.61,-0.40,0.29,-0.26,0.15,
47.498,0.63,-0.52,-0.26,0.29,-0.26,0.15,
47.499,0.63,-0.52,-0.26,0.27,-0.23,0.13,
47.5,0.63,-0.52,-0.26,0.27,-0.20,0.11,
47.5,0.60,-0.43,-0.16,0.27,-0.20,0.11,
47.501,0.60,-0.43,-0.16,0.26,-0.15,0.09,
47.501,0.53,-0.31,-0.12,0.26,-0.15,0.09,
47.502,0.53,-0.31,-0.12,0.25,-0.11,0.08,
47.502,0.49,-0.29,-0.07,0.25,-0.11,0.08,
47.502,0.49,-0.29,-0.07,0.25,-0.06,0.06,
47.503,0.45,-0.24,-0.05,0.25,-0.06,0.06,
47.504,0.45,-0.24,-0.05,0.26,-0.03,0.05,
47.504,0.43,-0.27,-0.11,0.26,-0.03,0.05,
47.504,0.43,-0.27,-0.11,0.26,-0.01,0.04,
47.505,0.46,-0.26,-0.14,0.26,-0.01,0.04,
47.505,0.49,-0.25,-0.18,0.26,-0.01,0.04,
47.506,0.49,-0.25,-0.18,0.27,0.00,0.04,
47.506,0.49,-0.24,-0.20,0.27,0.00,0.04,
47.507,0.49,-0.24,-0.20,0.28,0.01,0.02,
47.507,0.55,-0.21,-0.18,0.28,0.01,0.02,
47.507,0.55,-0.21,-0.18,0.30,0.02,0.01,
47.508,0.55,-0.21,-0.18,0.31,0.02,-0.01,
47.508,0.46,-0.19,-0.13,0.31,0.02,-0.01,
47.509,0.46,-0.21,-0.04,0.31,0.02,-0.01,
47.509,0.46,-0.21,-0.04,0.33,0.02,-0.03,
47.857,0.46,-0.21,-0.04,0.35,0.01,-0.04,
47.858,0.32,-0.23,-0.03,0.35,0.01,-0.04,
47.858,0.32,-0.23,-0.03,0.38,-0.01,-0.07,
47.858,0.14,-0.24,0.05,0.38,-0.01,-0.07,
47.859,0.02,-0.25,0.05,0.38,-0.01,-0.07,
47.859,0.02,-0.25,0.05,0.40,-0.02,-0.08,
47.859,0.01,-0.17,0.06,0.40,-0.02,-0.08,
47.86,0.01,-0.17,0.06,0.41,-0.03,-0.09,
47.86,0.01,-0.17,0.06,0.43,-0.04,-0.11,
47.86,-0.01,-0.03,0.10,0.43,-0.04,-0.11,
47.861,-0.08,0.01,0.12,0.43,-0.04,-0.11,
47.861,-0.08,0.01,0.12,0.44,-0.05,-0.12,
47.861,-0.05,0.01,0.23,0.44,-0.05,-0.12,
47.862,-0.05,0.01,0.23,0.44,-0.06,-0.13,
47.862,-0.05,0.01,0.23,0.46,-0.07,-0.13,
47.862,-0.20,0.01,0.28,0.46,-0.07,-0.13,
47.863,-0.20,0.01,0.28,0.47,-0.08,-0.13,
47.863,-0.24,0.04,0.36,0.47,-0.08,-0.13,
47.863,-0.24,0.04,0.36,0.47,-0.08,-0.13,
47.864,-0.29,0.08,0.44,0.47,-0.08,-0.13,
47.864,-0.48,0.13,0.57,0.47,-0.08,-0.13,
47.864,-0.48,0.13,0.57,0.48,-0.09,-0.11,
47.865,-0.48,0.13,0.57,0.49,-0.09,-0.09,
47.865,-0.51,0.10,0.61,0.49,-0.09,-0.09,
47.865,-0.31,0.10,0.70,0.49,-0.09,-0.09,
47.866,-0.31,0.10,0.70,0.49,-0.11,-0.06,
47.866,-0.37,0.08,0.69,0.49,-0.11,-0.06,
47.867,-0.37,0.08,0.69,0.50,-0.12,-0.04,
47.867,-0.49,0.05,0.67,0.50,-0.12,-0.04,
47.867,-0.49,0.05,0.67,0.50,-0.14,-0.02,
47.868,-0.49,0.05,0.67,0.49,-0.14,0.02,
47.868,-0.67,0.06,0.47,0.49,-0.14,0.02,
47.868,-0.58,0.11,0.32,0.49,-0.14,0.02,
47.869,-0.58,0.11,0.32,0.48,-0.15,0.05,
47.869,-0.25,0.06,0.27,0.48,-0.15,0.05,
47.869,-0.25,0.06,0.27,0.47,-0.17,0.09,
47.87,-0.25,0.06,0.27,0.45,-0.18,0.12,
47.87,-0.24,-0.02,0.07,0.45,-0.18,0.12,
47.87,-0.24,-0.02,0.07,0.43,-0.20,0.14,
47.871,-0.02,-0.17,0.05,0.43,-0.20,0.14,
47.871,0.05,-0.26,-0.08,0.43,-0.20,0.14,
47.871,0.05,-0.26,-0.08,0.42,-0.23,0.16,
47.871,0.09,-0.42,-0.15,0.42,-0.23,0.16,
47.872,0.09,-0.42,-0.15,0.40,-0.25,0.17,
47.872,0.09,-0.42,-0.15,0.37,-0.27,0.19,
47.872,0.26,-0.51,-0.33,0.37,-0.27,0.19,
47.873,0.74,-0.66,-0.54,0.37,-0.27,0.19,
47.873,0.74,-0.66,-0.54,0.35,-0.30,0.20,
47.873,0.94,-0.72,-0.73,0.35,-0.30,0.20,
47.873,0.94,-0.72,-0.73,0.33,-0.34,0.19,
47.874,0.94,-0.72,-0.73,0.30,-0.38,0.17,
47.874,0.79,-0.62,-0.86,0.30,-0.38,0.17,
47.874,0.93,-0.52,-0.83,0.30,-0.38,0.17,
47.875,0.74,-0.35,-0.86,0.30,-0.38,0.17,
47.875,0.57,-0.21,-0.91,0.30,-0.38,0.17,
47.875,0.57,-0.21,-0.91,0.27,-0.42,0.15,
47.903,0.57,-0.21,-0.91,0.25,-0.45,0.13,
47.903,0.57,-0.21,-0.91,0.23,-0.48,0.11,
47.903,0.51,-0.14,-0.80,0.23,-0.48,0.11,
47.904,0.51,-0.14,-0.80,0.21,-0.51,0.10,
47.904,0.46,-0.09,-0.72,0.21,-0.51,0.10,
47.904,0.46,-0.09,-0.72,0.19,-0.52,0.09,
47.905,0.46,-0.09,-0.72,0.19,-0.51,0.07,
47.905,0.38,-0.04,-0.62,0.19,-0.51,0.07,
47.905,0.38,-0.04,-0.62,0.18,-0.47,0.05,
47.905,0.34,-0.05,-0.62,0.18,-0.47,0.05,
47.906,0.34,-0.05,-0.62,0.17,-0.42,0.04,
47.906,0.24,0.05,-0.60,0.17,-0.42,0.04,
47.906,0.24,0.05,-0.60,0.17,-0.36,0.02,
47.907,0.22,0.07,-0.55,0.17,-0.36,0.02,
47.907,0.22,0.07,-0.55,0.17,-0.30,-0.00,
47.907,0.24,0.07,-0.61,0.17,-0.30,-0.00,
47.908,0.15,0.13,-0.66,0.17,-0.30,-0.00,
47.908,0.15,0.13,-0.66,0.17,-0.24,-0.02,
47.908,0.15,0.13,-0.66,0.17,-0.19,-0.04,
47.909,0.04,0.11,-0.68,0.17,-0.19,-0.04,
47.909,0.04,0.11,-0.68,0.18,-0.17,-0.06,
47.909,-0.06,0.05,-0.69,0.18,-0.17,-0.06,
47.91,-0.06,0.05,-0.69,0.19,-0.18,-0.07,
47.91,-0.11,0.05,-0.76,0.19,-0.18,-0.07,
47.91,-0.11,0.05,-0.76,0.19,-0.21,-0.07,
47.911,-0.23,-0.03,-0.80,0.19,-0.21,-0.07,
47.911,-0.24,0.03,-0.82,0.19,-0.21,-0.07,
47.911,-0.24,0.03,-0.82,0.19,-0.24,-0.07,
47.912,-0.14,0.05,-0.81,0.19,-0.24,-0.07,
47.912,-0.14,0.05,-0.81,0.19,-0.29,-0.07,
47.912,-0.14,0.05,-0.81,0.18,-0.36,-0.08,
47.913,-0.13,0.04,-0.72,0.18,-0.36,-0.08,
47.913,-0.13,0.04,-0.72,0.18,-0.43,-0.09,
47.913,-0.19,0.06,-0.66,0.18,-0.43,-0.09,
47.914,-0.20,0.11,-0.49,0.18,-0.43,-0.09,
47.914,-0.20,0.11,-0.49,0.19,-0.52,-0.09,
47.915,-0.20,0.18,-0.36,0.19,-0.52,-0.09,
47.915,-0.20,0.18,-0.36,0.20,-0.61,-0.10,
47.915,-0.20,0.18,-0.36,0.22,-0.69,-0.10,
47.916,-0.19,0.27,-0.27,0.22,-0.69,-0.10,
47.916,-0.19,0.33,-0.17,0.22,-0.69,-0.10,
47.916,-0.19,0.33,-0.17,0.23,-0.75,-0.10,
47.917,-0.26,0.31,-0.19,0.23,-0.75,-0.10,
47.917,-0.26,0.31,-0.19,0.24,-0.79,-0.10,
47.917,-0.26,0.31,-0.19,0.24,-0.81,-0.09,
47.918,-0.51,0.28,-0.26,0.24,-0.81,-0.09,
47.918,-0.51,0.28,-0.26,0.23,-0.78,-0.07,
47.918,-0.78,0.23,-0.41,0.23,-0.78,-0.07,
47.919,-1.02,0.24,-0.52,0.23,-0.78,-0.07,
47.919,-1.02,0.24,-0.52,0.20,-0.74,-0.06,
47.919,-1.02,0.24,-0.52,0.16,-0.69,-0.04,
47.92,-1.20,0.25,-0.60,0.16,-0.69,-0.04,
47.92,-1.28,0.31,-0.73,0.16,-0.69,-0.04,
47.92,-1.28,0.31,-0.73,0.13,-0.65,-0.01,
47.921,-1.32,0.33,-0.75,0.13,-0.65,-0.01,
47.921,-1.32,0.33,-0.75,0.10,-0.61,0.02,
47.921,-1.30,0.32,-0.75,0.10,-0.61,0.02,
47.922,-1.30,0.32,-0.75,0.06,-0.57,0.05,
47.922,-1.30,0.34,-0.77,0.06,-0.57,0.05,
47.922,-1.30,0.34,-0.77,0.03,-0.53,0.08,
47.923,-0.89,0.33,-0.77,0.03,-0.53,0.08,
47.923,-0.89,0.33,-0.77,0.02,-0.49,0.11,
47.924,-0.89,0.33,-0.77,0.00,-0.46,0.13,
47.924,-0.33,0.26,-0.81,0.00,-0.46,0.13,
47.924,-0.55,0.13,-0.67,0.00,-0.46,0.13,
47.925,-0.55,0.13,-0.67,-0.01,-0.43,0.12,
47.925,-0.84,0.16,-0.64,-0.01,-0.43,0.12,
47.925,-0.84,0.16,-0.64,-0.01,-0.41,0.12,
47.926,-0.36,0.19,-0.69,-0.01,-0.41,0.12,
47.926,-0.36,0.19,-0.69,-0.01,-0.39,0.13,
47.926,-0.36,0.19,-0.69,-0.02,-0.38,0.13,
47.927,-0.03,0.20,-0.65,-0.02,-0.38,0.13,
47.927,-0.21,0.21,-0.59,-0.02,-0.38,0.13,
47.927,-0.21,0.21,-0.59,-0.02,-0.37,0.11,
47.928,0.40,0.31,-0.58,-0.02,-0.37,0.11,
47.928,0.40,0.31,-0.58,-0.02,-0.37,0.10,
47.928,0.63,0.35,-0.62,-0.02,-0.37,0.10,
47.929,0.63,0.35,-0.62,-0.02,-0.38,0.08,
47.929,0.63,0.35,-0.62,-0.03,-0.39,0.04,
47.929,0.62,0.31,-0.64,-0.03,-0.39,0.04,
47.93,0.29,0.21,-0.61,-0.03,-0.39,0.04,
47.93,0.29,0.21,-0.61,-0.05,-0.37,0.01,
47.93,0.29,0.21,-0.61,-0.07,-0.36,-0.01,
47.931,0.29,0.21,-0.61,-0.10,-0.33,-0.02,
47.931,0.05,0.21,-0.54,-0.10,-0.33,-0.02,
47.931,-0.07,0.25,-0.52,-0.10,-0.33,-0.02,
47.932,-0.07,0.25,-0.52,-0.12,-0.29,-0.02,
47.932,-0.22,0.23,-0.49,-0.12,-0.29,-0.02,
47.933,-0.25,0.21,-0.41,-0.12,-0.29,-0.02,
47.933,-0.25,0.21,-0.41,-0.13,-0.24,-0.02,
47.934,-0.20,0.22,-0.37,-0.13,-0.24,-0.02,
47.934,-0.20,0.22,-0.37,-0.15,-0.19,-0.02,
47.934,-0.20,0.22,-0.37,-0.16,-0.14,-0.02,
47.935,-0.32,0.14,-0.36,-0.16,-0.14,-0.02,
47.935,-0.32,0.14,-0.36,-0.17,-0.10,-0.02,
47.935,-0.41,0.06,-0.34,-0.17,-0.10,-0.02,
47.936,-0.41,0.06,-0.34,-0.18,-0.06,-0.00,
47.936,-0.55,0.03,-0.36,-0.18,-0.06,-0.00,
47.937,-0.55,0.03,-0.36,-0.19,-0.03,0.02,
47.937,-0.56,0.08,-0.39,-0.19,-0.03,0.02,
47.97,-0.62,0.08,-0.40,-0.19,-0.03,0.02,
47.971,-0.62,0.08,-0.40,-0.19,-0.03,0.04,
47.972,-0.71,0.06,-0.45,-0.19,-0.03,0.04,
47.973,-0.71,0.06,-0.45,-0.19,-0.03,0.06,
47.974,-0.54,0.09,-0.50,-0.19,-0.03,0.06,
47.974,-0.54,0.09,-0.50,-0.20,-0.03,0.09,
47.975,-0.37,0.16,-0.45,-0.20,-0.03,0.09,
47.975,-0.37,0.16,-0.45,-0.21,-0.02,0.11,
47.976,-0.28,0.19,-0.47,-0.21,-0.02,0.11,
47.976,-0.28,0.19,-0.47,-0.23,-0.01,0.12,
47.977,-0.28,0.19,-0.47,-0.24,0.01,0.13,
47.977,-0.14,0.22,-0.43,-0.24,0.01,0.13,
47.978,-0.00,0.20,-0.37,-0.24,0.01,0.13,
47.978,-0.00,0.20,-0.37,-0.27,0.04,0.13,
47.978,0.04,0.17,-0.27,-0.27,0.04,0.13,
47.979,0.04,0.17,-0.27,-0.28,0.06,0.13,
47.979,0.04,0.17,-0.27,-0.30,0.09,0.13,
47.98,0.09,0.14,-0.20,-0.30,0.09,0.13,
47.98,0.09,0.14,-0.20,-0.32,0.11,0.13,
47.981,0.12,0.13,-0.12,-0.32,0.11,0.13,
47.981,0.21,0.12,-0.05,-0.32,0.11,0.13,
47.981,0.21,0.12,-0.05,-0.32,0.13,0.13,
47.982,0.21,0.12,-0.05,-0.32,0.14,0.13,
47.982,0.16,0.10,-0.03,-0.32,0.14,0.13,
47.983,0.16,0.10,-0.03,-0.32,0.15,0.13,
47.983,0.16,0.10,-0.03,-0.32,0.15,0.13,
47.984,0.16,0.10,-0.03,-0.31,0.14,0.14,
47.984,0.09,0.05,-0.00,-0.31,0.14,0.14,
47.984,0.02,0.02,-0.02,-0.31,0.14,0.14,
47.985,-0.01,-0.06,-0.04,-0.31,0.14,0.14,
47.985,0.00,-0.10,-0.11,-0.31,0.14,0.14,
47.986,0.00,-0.10,-0.11,-0.31,0.13,0.15,
47.986,0.04,-0.09,-0.15,-0.31,0.13,0.15,
47.987,0.04,-0.09,-0.15,-0.30,0.12,0.16,
47.987,0.04,-0.09,-0.15,-0.31,0.11,0.16,
47.988,0.02,-0.11,-0.20,-0.31,0.11,0.16,
47.988,0.02,-0.11,-0.20,-0.31,0.10,0.16,
47.989,-0.09,-0.12,-0.20,-0.31,0.10,0.16,
47.989,-0.09,-0.12,-0.20,-0.31,0.10,0.17,
47.989,-0.15,-0.13,-0.17,-0.31,0.10,0.17,
48.098,-0.16,-0.14,-0.21,-0.31,0.10,0.17,
48.098,-0.16,-0.14,-0.21,-0.31,0.09,0.17,
48.099,-0.16,-0.14,-0.21,-0.31,0.08,0.17,
48.099,-0.19,-0.11,-0.18,-0.31,0.08,0.17,
48.1,-0.19,-0.11,-0.18,-0.31,0.07,0.18,
48.1,-0.20,-0.12,-0.18,-0.31,0.07,0.18,
48.1,-0.20,-0.12,-0.18,-0.32,0.07,0.18,
48.101,-0.14,-0.15,-0.13,-0.32,0.07,0.18,
48.101,-0.14,-0.15,-0.13,-0.32,0.06,0.18,
48.101,-0.12,-0.17,-0.11,-0.32,0.06,0.18,
48.102,-0.11,-0.14,-0.07,-0.32,0.06,0.18,
48.102,-0.11,-0.14,-0.07,-0.32,0.06,0.17,
48.103,-0.11,-0.14,-0.07,-0.33,0.07,0.17,
48.103,-0.16,-0.09,-0.03,-0.33,0.07,0.17,
48.104,-0.14,-0.12,0.03,-0.33,0.07,0.17,
48.104,-0.14,-0.12,0.03,-0.33,0.07,0.17,
48.104,-0.14,-0.10,0.01,-0.33,0.07,0.17,
48.105,-0.14,-0.10,0.01,-0.33,0.08,0.17,
48.105,-0.14,-0.10,0.01,-0.34,0.08,0.17,
48.105,-0.13,-0.10,0.03,-0.34,0.08,0.17,
48.106,-0.10,-0.10,0.06,-0.34,0.08,0.17,
48.106,-0.10,-0.10,0.06,-0.34,0.08,0.18,
48.106,-0.02,-0.13,0.05,-0.34,0.08,0.18,
48.107,-0.02,-0.13,0.05,-0.33,0.07,0.18,
48.107,0.01,-0.16,0.07,-0.33,0.07,0.18,
48.107,0.01,-0.16,0.07,-0.33,0.07,0.18,
48.107,0.08,-0.17,0.04,-0.33,0.07,0.18,
48.108,0.08,-0.17,0.04,-0.33,0.06,0.18,
48.108,0.08,-0.15,0.02,-0.33,0.06,0.18,
48.108,0.08,-0.15,0.02,-0.33,0.05,0.18,
48.109,0.12,-0.15,-0.02,-0.33,0.05,0.18,
48.109,0.12,-0.15,-0.02,-0.32,0.05,0.19,
48.109,0.17,-0.15,-0.04,-0.32,0.05,0.19,
48.11,0.17,-0.15,-0.04,-0.31,0.05,0.19,
48.11,0.17,-0.15,-0.04,-0.31,0.05,0.18,
48.11,0.22,-0.20,-0.11,-0.31,0.05,0.18,
48.11,0.22,-0.20,-0.11,-0.31,0.06,0.18,
48.111,0.24,-0.21,-0.13,-0.31,0.06,0.18,
48.111,0.24,-0.21,-0.13,-0.32,0.07,0.17,
48.111,0.18,-0.21,-0.14,-0.32,0.07,0.17,
48.112,0.13,-0.15,-0.13,-0.32,0.07,0.17,
48.112,0.13,-0.15,-0.13,-0.32,0.08,0.17,
48.112,0.14,-0.17,-0.07,-0.32,0.08,0.17,
48.113,0.14,-0.17,-0.07,-0.31,0.07,0.16,
48.113,0.16,-0.19,-0.06,-0.31,0.07,0.16,
48.113,0.16,-0.19,-0.06,-0.31,0.08,0.16,
48.114,0.16,-0.19,-0.06,-0.31,0.08,0.16,
48.114,0.12,-0.18,-0.03,-0.31,0.08,0.16,
48.114,0.12,-0.18,-0.03,-0.31,0.07,0.16,
48.114,0.11,-0.17,-0.03,-0.31,0.07,0.16,
48.115,0.06,-0.16,-0.03,-0.31,0.07,0.16,
48.115,0.06,-0.16,-0.03,-0.31,0.07,0.16,
48.185,0.06,-0.16,-0.03,-0.31,0.07,0.16,
48.186,0.09,-0.15,-0.01,-0.31,0.07,0.16,
48.186,0.09,-0.15,-0.01,-0.30,0.07,0.16,
48.187,0.17,-0.09,-0.01,-0.30,0.07,0.16,
48.187,0.24,-0.09,0.02,-0.30,0.07,0.16,
48.187,0.24,-0.09,0.02,-0.30,0.08,0.16,
48.187,0.24,-0.09,0.02,-0.30,0.09,0.15,
48.188,0.27,-0.11,-0.01,-0.30,0.09,0.15,
48.226,0.27,-0.11,-0.01,-0.30,0.10,0.14,
48.227,0.23,-0.12,-0.02,-0.30,0.10,0.14,
48.227,0.23,-0.12,-0.02,-0.30,0.12,0.13,
48.228,0.14,-0.11,0.01,-0.30,0.12,0.13,
48.228,0.07,-0.07,-0.02,-0.30,0.12,0.13,
48.229,0.07,-0.07,-0.02,-0.29,0.13,0.13,
48.229,0.03,-0.05,0.01,-0.29,0.13,0.13,
48.229,0.03,-0.05,0.01,-0.29,0.14,0.12,
48.23,-0.02,-0.04,0.02,-0.29,0.14,0.12,
48.23,-0.02,-0.04,0.02,-0.29,0.15,0.12,
48.231,-0.10,-0.07,0.05,-0.29,0.15,0.12,
48.231,-0.10,-0.07,0.05,-0.28,0.14,0.12,
48.232,-0.19,-0.13,0.03,-0.28,0.14,0.12,
48.232,-0.19,-0.13,0.03,-0.27,0.13,0.12,
48.233,-0.22,-0.15,0.03,-0.27,0.13,0.12,
48.233,-0.22,-0.15,0.03,-0.26,0.11,0.12,
48.234,-0.19,-0.17,0.04,-0.26,0.11,0.12,
48.234,-0.19,-0.17,0.04,-0.25,0.09,0.13,
48.234,-0.19,-0.17,0.04,-0.24,0.08,0.13,
48.235,-0.21,-0.17,0.03,-0.24,0.08,0.13,
48.235,-0.21,-0.17,0.03,-0.23,0.06,0.13,
48.236,-0.17,-0.18,0.05,-0.23,0.06,0.13,
48.236,-0.17,-0.18,0.05,-0.22,0.05,0.13,
48.237,-0.07,-0.19,0.08,-0.22,0.05,0.13,
48.237,-0.07,-0.19,0.08,-0.22,0.03,0.13,
48.237,-0.00,-0.20,0.09,-0.22,0.03,0.13,
48.238,-0.05,-0.10,0.12,-0.22,0.03,0.13,
48.238,-0.11,-0.05,0.12,-0.22,0.03,0.13,
48.239,-0.11,-0.05,0.12,-0.22,0.01,0.12,
48.239,-0.11,-0.05,0.12,-0.22,-0.00,0.12,
48.24,-0.15,-0.05,0.09,-0.22,-0.00,0.12,
48.24,-0.15,-0.05,0.09,-0.21,-0.02,0.12,
48.241,-0.15,-0.05,0.09,-0.20,-0.03,0.12,
48.241,-0.08,-0.05,0.04,-0.20,-0.03,0.12,
48.241,0.02,-0.10,-0.01,-0.20,-0.03,0.12,
48.242,0.02,-0.10,-0.01,-0.19,-0.03,0.13,
48.242,0.13,-0.14,-0.03,-0.19,-0.03,0.13,
48.243,0.13,-0.14,-0.03,-0.19,-0.03,0.14,
48.243,0.20,-0.19,-0.06,-0.19,-0.03,0.14,
48.244,0.20,-0.19,-0.06,-0.18,-0.02,0.14,
48.244,0.20,-0.19,-0.06,-0.18,-0.00,0.14,
48.244,0.27,-0.25,-0.09,-0.18,-0.00,0.14,
48.245,0.27,-0.25,-0.09,-0.18,0.02,0.13,
48.245,0.35,-0.31,-0.08,-0.18,0.02,0.13,
48.246,0.35,-0.31,-0.08,-0.18,0.03,0.12,
48.246,0.42,-0.34,-0.14,-0.18,0.03,0.12,
48.274,0.42,-0.34,-0.14,-0.18,0.05,0.11,
48.274,0.37,-0.41,-0.18,-0.18,0.05,0.11,
48.275,0.37,-0.41,-0.18,-0.17,0.08,0.10,
48.275,0.30,-0.44,-0.14,-0.17,0.08,0.10,
48.275,0.30,-0.44,-0.14,-0.17,0.10,0.10,
48.276,0.27,-0.43,-0.13,-0.17,0.10,0.10,
48.276,0.21,-0.45,-0.07,-0.17,0.10,0.10,
48.276,0.21,-0.45,-0.07,-0.17,0.12,0.09,
48.277,0.27,-0.40,-0.07,-0.17,0.12,0.09,
48.277,0.27,-0.40,-0.07,-0.16,0.14,0.09,
48.277,0.31,-0.43,-0.02,-0.16,0.14,0.09,
48.278,0.31,-0.43,-0.02,-0.16,0.15,0.08,
48.285,0.26,-0.35,0.02,-0.16,0.15,0.08,
48.286,0.26,-0.35,0.02,-0.16,0.16,0.07,
48.286,0.18,-0.26,0.05,-0.16,0.16,0.07,
48.286,0.18,-0.26,0.05,-0.15,0.17,0.06,
48.29,0.18,-0.26,0.05,-0.15,0.18,0.05,
48.291,0.16,-0.16,0.06,-0.15,0.18,0.05,
48.296,0.16,-0.16,0.06,-0.15,0.20,0.05,
48.297,0.13,-0.09,-0.00,-0.15,0.20,0.0
