time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.825000,-3.1196,-9.6923,-14.0130,17.322
0.830000,-2.6419,-9.4677,-14.5662,17.572
0.834000,-2.4927,-8.9929,-14.9953,17.662
0.839000,-2.5251,-8.5232,-15.2490,17.651
0.845000,-2.5068,-8.2497,-15.2998,17.562
0.849000,-2.6969,-8.2900,-15.2816,17.593
0.854000,-3.3406,-8.5188,-15.0513,17.615
0.860000,-4.5520,-8.9883,-14.4779,17.639
0.864000,-6.0898,-9.4914,-13.5145,17.602
0.869000,-7.6807,-9.8303,-12.1303,17.400
0.873000,-8.9802,-10.0944,-10.4418,17.076
0.878000,-9.9348,-10.2641,-8.7005,16.726
0.884000,-10.5725,-11.1206,-7.3081,16.996
0.889000,-20.6634,-17.7167,12.0633,29.772
0.897000,-8.5910,-43.6076,1.4349,44.469
0.899000,-12.9183,-43.2950,0.3144,45.182
0.903000,-28.0195,-42.9978,-9.8384,52.256
0.907000,-30.2338,-24.0645,-12.8737,40.730
0.918000,-30.1742,-10.7948,-1.7246,32.093
0.920000,-30.1512,-9.1631,7.4022,32.371
0.925000,-12.8846,-11.7788,11.3063,20.799
0.928000,-6.5876,-13.5908,8.7378,17.449
0.932000,-7.7839,-13.5055,1.4170,15.652
0.937000,-7.8399,-11.3958,-5.2776,14.805
0.942000,-3.6508,-10.5339,-6.7230,13.019
0.946000,1.9235,-9.5058,-3.7807,10.409
0.952000,5.4967,-7.7764,-0.4925,9.536
0.957000,5.0876,-5.7598,0.0283,7.685
0.965000,1.5932,-4.9751,-2.5112,5.796
0.967000,-1.8914,-5.8320,-5.7142,8.381
0.971000,-3.5759,-7.3259,-7.7447,11.244
0.976000,-4.4260,-8.5643,-8.0542,12.562
0.984000,-6.0273,-9.3370,-7.4191,13.362
0.987000,-8.2957,-9.6100,-6.7844,14.394
0.991000,-10.0558,-9.5030,-6.4225,15.254
1.003000,-10.2809,-9.4641,-5.9486,15.187
1.004000,-8.9881,-9.6346,-5.4084,14.243
1.008000,-6.9138,-9.8582,-4.9776,13.029
1.014000,-4.8368,-9.9845,-4.6042,12.012
1.016000,-3.0529,-9.8892,-4.2254,11.179
1.020000,-1.7812,-9.6406,-3.8547,10.534
1.025000,-0.9021,-9.3485,-3.5128,10.027
1.031000,-0.4342,-9.1396,-3.2760,9.719
1.034000,-0.3059,-9.0815,-3.1862,9.629
1.039000,-0.6447,-9.1829,-3.1635,9.734
1.047000,-1.3117,-9.5039,-3.2112,10.117
1.049000,-2.0617,-9.8788,-3.3229,10.625
1.054000,-2.7712,-10.2059,-3.4187,11.114
1.059000,-3.2904,-10.4358,-3.5339,11.499
1.067000,-3.4103,-10.6199,-3.7298,11.761
1.070000,-2.9465,-10.7091,-3.9385,11.785
1.073000,-2.0103,-10.6630,-4.1975,11.634
1.079000,-0.8334,-10.5594,-4.4415,11.486
1.083000,0.3449,-10.3934,-4.7024,11.413
1.088000,1.2546,-10.2102,-4.9572,11.419
1.094000,1.8219,-10.0604,-5.3051,11.518
1.098000,2.1863,-9.9864,-5.7291,11.719
1.103000,2.4200,-9.9426,-6.1460,11.937
1.107000,2.7059,-9.8660,-6.5232,12.133
1.112000,2.9491,-9.6194,-6.7901,12.138
1.117000,3.0529,-9.3169,-6.9817,12.036
1.122000,3.0995,-9.0944,-7.2121,12.014
1.131000,3.0222,-9.0928,-7.4612,12.144
1.132000,2.9057,-9.2517,-7.6130,12.329
1.137000,2.8628,-9.4625,-7.6109,12.476
1.142000,2.6382,-9.6578,-7.6059,12.573
1.149000,2.4445,-9.7567,-7.4500,12.517
1.152000,2.4724,-9.7357,-7.2056,12.362
1.157000,2.7431,-9.7217,-6.8371,12.198
1.162000,3.1067,-9.7238,-6.4490,12.074
1.166000,3.5356,-9.7471,-5.9500,11.954
1.172000,3.8833,-9.7074,-5.4849,11.807
1.177000,4.2483,-9.6212,-5.0766,11.679
1.182000,4.5475,-9.5388,-4.6572,11.548
1.186000,4.9230,-9.5052,-4.2763,11.527
1.191000,5.2564,-9.6046,-3.8693,11.612
1.197000,5.5537,-9.8295,-3.5290,11.829
1.200000,5.8153,-10.1558,-3.1141,12.110
1.206000,5.9034,-10.4973,-2.8157,12.368
1.210000,5.5871,-10.8158,-2.5527,12.438
1.215000,4.7462,-11.2594,-2.4470,12.461
1.220000,3.7278,-11.8168,-2.3513,12.612
1.225000,2.6577,-12.5983,-2.1872,13.060
1.232000,1.7799,-13.4490,-1.9215,13.702
1.235000,0.9584,-14.2854,-1.4847,14.394
1.239000,0.1207,-15.0863,-1.0120,15.121
1.244000,-0.6438,-15.6588,-0.4254,15.678
1.250000,-1.1667,-16.1680,0.1046,16.210
1.254000,-1.2663,-16.6381,0.5131,16.694
1.259000,-1.0014,-17.0689,0.7321,17.114
1.264000,-0.4863,-17.4549,1.0337,17.492
1.269000,0.2483,-17.9274,1.3069,17.977
1.274000,0.9864,-18.3922,1.3311,18.467
1.279000,1.7597,-18.7722,0.9208,18.877
1.283000,2.6215,-19.0785,0.0477,19.258
1.288000,3.6563,-19.3224,-1.0362,19.693
1.293000,4.9215,-19.5437,-2.1496,20.268
1.298000,6.2345,-19.6366,-3.2989,20.865
1.303000,7.4098,-19.7325,-4.3063,21.513
1.308000,8.2273,-19.9027,-5.2901,22.176
1.313000,8.6841,-20.1044,-6.0652,22.724
1.318000,8.9691,-20.4290,-6.5591,23.255
1.322000,9.2230,-20.7804,-6.6233,23.680
1.327000,9.3272,-21.1017,-6.2211,23.895
1.333000,9.3607,-21.3715,-5.4072,23.950
1.337000,9.4621,-21.6709,-4.4163,24.055
1.343000,9.9094,-22.0503,-3.2237,24.389
1.349000,10.5919,-22.4654,-1.9543,24.914
1.351000,11.2008,-22.8113,-0.6614,25.421
1.357000,11.6341,-23.0065,0.5581,25.787
1.363000,12.0423,-23.0508,1.6429,26.059
1.367000,12.5806,-23.0253,2.4496,26.352
1.372000,13.2953,-23.0160,2.8309,26.730
1.376000,14.1216,-22.9422,2.8100,27.086
1.381000,15.1550,-22.8260,2.3913,27.503
1.386000,16.0164,-22.4957,1.6361,27.663
1.391000,16.8218,-21.9756,0.7004,27.684
1.396000,17.5352,-21.2266,-0.3996,27.536
1.401000,18.0760,-20.4221,-1.5091,27.315
1.406000,18.6571,-19.5689,-2.4974,27.153
1.410000,19.1692,-18.6967,-3.3285,26.983
1.415000,19.7585,-17.8877,-3.8564,26.930
1.420000,20.4000,-17.0893,-4.1717,26.937
1.424000,20.9228,-16.3820,-4.3217,26.922
1.430000,21.4189,-15.7081,-4.3943,26.923
1.434000,21.6588,-15.1745,-4.2906,26.791
1.439000,21.3583,-14.8299,-3.9045,26.293
1.444000,20.8180,-14.5100,-3.4217,25.605
1.449000,20.4315,-14.1890,-2.9275,25.047
1.454000,20.1216,-13.5155,-2.3674,24.355
1.459000,19.5813,-12.9955,-1.9384,23.581
1.464000,18.9115,-12.8627,-1.5054,22.921
1.469000,18.2751,-13.1298,-1.0522,22.527
1.473000,17.3391,-13.6024,-0.3719,22.041
1.479000,16.3220,-14.0921,0.3519,21.567
1.483000,15.7315,-14.3490,1.0769,21.320
1.488000,15.7025,-14.5604,1.5963,21.474
1.493000,16.0768,-14.9072,1.9690,22.013
1.498000,16.8401,-15.1419,2.0441,22.739
1.503000,17.7541,-15.2368,1.8221,23.467
1.508000,18.5435,-15.3599,1.5697,24.130
1.513000,19.1972,-15.4001,1.1896,24.640
1.518000,19.6438,-15.2583,0.8203,24.887
1.522000,20.0935,-14.9404,0.4268,25.043
1.527000,20.8472,-14.4628,0.2292,25.374
1.532000,21.8793,-13.7516,0.1141,25.842
1.537000,22.8658,-12.9793,-0.0046,26.293
1.542000,23.4496,-12.2213,-0.3224,26.445
1.549000,23.2405,-11.4093,-0.6279,25.898
1.555000,22.2745,-10.6310,-0.6665,24.690
1.557000,21.2877,-9.8628,-0.0481,23.462
1.561000,20.6682,-9.0390,0.7486,22.571
1.566000,20.5314,-8.3297,1.2971,22.195
1.571000,20.7105,-7.6982,1.4793,22.144
1.576000,20.9267,-6.9562,1.5568,22.107
1.581000,21.0726,-6.1634,1.7753,22.027
1.586000,21.3734,-5.3219,2.1387,22.130
1.591000,21.9558,-4.2160,2.3090,22.476
1.597000,22.7311,-2.9617,1.9616,23.007
1.600000,23.5313,-1.5824,1.2732,23.619
1.605000,24.5752,-0.2078,0.4887,24.581
1.610000,25.6089,1.0965,-0.2826,25.634
1.616000,26.3538,2.4323,-1.2168,26.494
1.620000,26.5703,3.5676,-2.4308,26.919
1.625000,26.2415,4.4218,-3.8389,26.887
1.629000,25.4674,5.1243,-5.1581,26.485
1.635000,24.3013,5.8784,-5.9528,25.701
1.639000,22.9775,6.6934,-5.9608,24.664
1.644000,21.8788,7.3583,-5.5122,23.732
1.649000,21.1893,7.7674,-4.9171,23.098
1.654000,20.9109,8.0297,-4.3265,22.814
1.659000,20.7795,8.3456,-3.7173,22.699
1.666000,20.6952,8.8152,-3.0530,22.701
1.670000,20.6215,9.3257,-2.6034,22.781
1.673000,20.5850,9.8825,-2.6976,22.993
1.681000,20.6837,10.5381,-3.3640,23.456
1.683000,20.9452,11.2742,-4.3652,24.184
1.688000,21.0543,11.8788,-5.7002,24.837
1.693000,20.8549,12.4555,-7.4753,25.415
1.698000,20.6770,13.2694,-9.5366,26.355
1.703000,21.0913,14.4321,-11.6374,28.081
1.708000,21.8875,15.6859,-13.4464,30.098
1.712000,22.6888,16.6596,-14.8257,31.814
1.717000,23.2544,17.7820,-15.3007,33.031
1.722000,23.5480,18.7710,-14.9661,33.628
1.727000,24.1891,23.2172,-9.1717,34.760
1.732000,24.0269,25.8831,-5.2917,35.710
1.737000,27.5522,23.3581,-9.1790,37.269
1.742000,31.1700,20.1929,-15.3992,40.205
1.747000,31.1425,18.6787,-22.1052,42.513
1.752000,28.9736,20.2405,-26.3179,44.066
1.757000,25.0233,22.5237,-29.0277,44.453
1.762000,22.4593,23.0479,-31.9413,45.342
1.766000,21.9701,21.5922,-35.0386,46.654
1.771000,22.3758,19.6617,-37.3193,47.749
1.776000,22.9963,17.9498,-37.3231,47.371
1.784000,23.1280,16.6475,-34.9079,45.062
1.788000,22.8135,15.0684,-30.7313,41.133
1.792000,22.2509,13.0256,-26.0084,36.622
1.796000,21.1470,10.7242,-21.5060,32.011
